"","unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location","location_address","location_city","location_state","location_zip"
"942",41000817,2018-11-21 01:57:00,2018-12-06 10:11:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",11105,"20-43 SHORE BOULEVARD","SHORE BOULEVARD","20 AVE","20 RD","","","ADDRESS","Astoria",NA,"N/A","Closed",NA,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2018-12-06 10:11:00,"01 QUEENS",4008940101,"QUEENS",1007438,225256,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7849214591989,-73.9162669180539,"POINT (-73.9162669180539 40.78492145919889)",NA,NA,NA,NA
"943",40925918,2018-11-13 16:25:00,2018-11-23 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10040,"1626 ST NICHOLAS AVENUE","ST NICHOLAS AVENUE","W 191 ST","W 192 ST","","","ADDRESS","NEW YORK",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a Commissioner's Order to install a grease interceptor.",2018-11-23 00:00:00,"12 MANHATTAN",1021610009,"MANHATTAN",1003895,251074,"PHONE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.8557931437371,-73.9289852891549,"POINT (-73.92898528915487 40.855793143737124)",NA,NA,NA,NA
"944",40772600,2018-11-08 05:37:00,2018-11-15 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11357,"12-37 150 STREET","150 STREET","12 RD","14 AVE","","","ADDRESS","Whitestone",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2018-11-15 00:00:00,"07 QUEENS",4045180010,"QUEENS",1035723,227021,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7896464298806,-73.8141149997993,"POINT (-73.81411499979933 40.78964642988063)",NA,NA,NA,NA
"945",40730767,2018-11-02 11:00:00,2018-11-02 11:30:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11432,"161-44 NORMAL ROAD","NORMAL ROAD","161 ST","162 ST","","","ADDRESS","Jamaica",NA,"N/A","Closed",NA,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2018-11-02 11:30:00,"08 QUEENS",4097760065,"QUEENS",1038970,198686,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7118547078468,-73.8026196811758,"POINT (-73.8026196811758 40.71185470784679)",NA,NA,NA,NA
"946",40731729,2018-11-02 10:58:00,2018-11-07 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11416,"100-15 94 AVENUE","94 AVENUE","100 ST","102 ST","","","ADDRESS","Ozone Park",NA,"N/A","Closed",NA,"The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.",2018-11-07 00:00:00,"09 QUEENS",4093760025,"QUEENS",1027611,190301,"ONLINE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.6889028405413,-73.8436465770504,"POINT (-73.8436465770504 40.68890284054133)",NA,NA,NA,NA
"947",40701820,2018-10-30 09:19:00,2018-11-07 08:57:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",11415,"83-09 BREVOORT STREET","BREVOORT STREET","METROPOLITAN AVE","84 AVE","","","ADDRESS","Kew Gardens",NA,"N/A","Closed",NA,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2018-11-07 08:57:00,"09 QUEENS",4092380001,"QUEENS",1031445,196264,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7052502435001,-73.8297799849601,"POINT (-73.82977998496008 40.70525024350011)",NA,NA,NA,NA
"948",40689106,2018-10-29 12:00:00,2018-10-30 10:01:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",11206,"82 JEFFERSON STREET","JEFFERSON STREET","STANWIX ST","EVERGREEN AVE","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2018-10-30 10:01:00,"04 BROOKLYN",3031710030,"BROOKLYN",1003028,193965,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6990459654612,-73.9322790064902,"POINT (-73.93227900649023 40.69904596546121)",NA,NA,NA,NA
"949",40664980,2018-10-26 15:02:00,2018-11-13 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10462,"1556 WHITE PLAINS ROAD","WHITE PLAINS ROAD","ARCHER ST","GUERLAIN ST","","","ADDRESS","BRONX",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2018-11-13 00:00:00,"09 BRONX",2039370125,"BRONX",1021932,245128,"PHONE","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.8394145868349,-73.8638168334297,"POINT (-73.86381683342968 40.839414586834934)",NA,NA,NA,NA
"950",40670506,2018-10-26 07:03:00,2018-11-02 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11206,"238 BUSHWICK AVENUE","BUSHWICK AVENUE","MONTROSE AVE","JOHNSON AVE","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2018-11-02 00:00:00,"01 BROOKLYN",3030630016,"BROOKLYN",1000934,197046,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.7075067805925,-73.9398231739985,"POINT (-73.93982317399855 40.707506780592546)",NA,NA,NA,NA
"951",40642616,2018-10-24 10:25:00,2018-10-26 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11420,"125-06 111 AVENUE","111 AVENUE","125 ST","HAWTREE CREEK RD","","","ADDRESS","South Ozone Park",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2018-10-26 00:00:00,"10 QUEENS",4116300003,"QUEENS",1035346,187829,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.6820765056864,-73.8157741209151,"POINT (-73.81577412091511 40.68207650568638)",NA,NA,NA,NA
"952",40641323,2018-10-24 00:00:00,2018-10-24 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11368,"101-01 34 AVENUE","34 AVENUE","101 ST","102 ST","","","ADDRESS","Corona",NA,"N/A","Closed",NA,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2018-10-24 00:00:00,"03 QUEENS",4017160041,"QUEENS",1021098,214603,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7556353875068,-73.8669984126379,"POINT (-73.8669984126379 40.75563538750679)",NA,NA,NA,NA
"953",40634611,2018-10-23 10:56:00,2018-11-01 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10019,"356 WEST   58 STREET","WEST   58 STREET","8 AVE","9 AVE","","","ADDRESS","NEW YORK",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and issued a violation for failure to comply.",2018-11-01 00:00:00,"04 MANHATTAN",1010487501,"MANHATTAN",988699,219097,"PHONE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7680459235347,-73.9839385013018,"POINT (-73.98393850130176 40.768045923534714)",NA,NA,NA,NA
"954",40630314,2018-10-22 12:03:00,2018-10-24 10:40:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",11223,"2129 EAST    7 STREET","EAST    7 STREET","AVENUE T","AVENUE U","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2018-10-24 10:40:00,"15 BROOKLYN",3071100058,"BROOKLYN",994183,157409,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.5987220390533,-73.9642314484821,"POINT (-73.96423144848207 40.598722039053314)",NA,NA,NA,NA
"955",40601512,2018-10-19 11:48:00,2018-10-23 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11420,"122-21 111 AVENUE","111 AVENUE","122 ST","123 ST","","","ADDRESS","South Ozone Park",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2018-10-23 00:00:00,"10 QUEENS",4116030033,"QUEENS",1034610,187559,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.6813396366528,-73.8184297682852,"POINT (-73.81842976828524 40.68133963665279)",NA,NA,NA,NA
"956",40593632,2018-10-18 12:34:00,2018-10-24 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10021,"35 EAST   72 STREET","EAST   72 STREET","MADISON AVE","PARK AVE","","","ADDRESS","NEW YORK",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2018-10-24 00:00:00,"08 MANHATTAN",1013870023,"MANHATTAN",993921,220410,"PHONE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7716455960902,-73.9650844789338,"POINT (-73.96508447893385 40.77164559609017)",NA,NA,NA,NA
"957",40590455,2018-10-18 09:16:00,2018-10-19 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11218,"4307 18 AVENUE","18 AVENUE","E 2 ST","MC DONALD AVE","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2018-10-19 00:00:00,"14 BROOKLYN",3054150022,"BROOKLYN",990840,169228,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6311658653084,-73.9762579943706,"POINT (-73.97625799437061 40.63116586530841)",NA,NA,NA,NA
"958",40584403,2018-10-18 08:40:00,2018-10-31 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11105,"","","21 AVE","21 ST","21 AVENUE","21 STREET","INTERSECTION","Astoria",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2018-10-31 00:00:00,"01 QUEENS",NA,"QUEENS",1007902,224295,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7822825415458,-73.9145947741964,"POINT (-73.91459477419642 40.782282541545804)",NA,NA,NA,NA
"959",40573763,2018-10-17 13:56:00,2018-10-26 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11420,"109-42 VAN WYCK EXPRESSWAY","VAN WYCK EXPRESSWAY","109 AVE","111 AVE","","","ADDRESS","South Ozone Park",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2018-10-26 00:00:00,"10 QUEENS",4116150028,"QUEENS",1037488,189459,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.6865378489692,-73.8080383167538,"POINT (-73.80803831675384 40.68653784896915)",NA,NA,NA,NA
"960",40576302,2018-10-17 12:47:00,2018-10-24 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10020,"","","W 48 ST","6 AVE","WEST 48 STREET","6 AVENUE","INTERSECTION","NEW YORK",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2018-10-24 00:00:00,"05 MANHATTAN",NA,"MANHATTAN",989419,215672,"PHONE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7586447895387,-73.9813418365452,"POINT (-73.98134183654521 40.75864478953868)",NA,NA,NA,NA
"961",40563309,2018-10-16 22:43:00,2018-10-18 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10454,"1 BRUCKNER BOULEVARD","BRUCKNER BOULEVARD","","","","","ADDRESS","BRONX",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2018-10-18 00:00:00,"01 BRONX",2023170001,"BRONX",1003509,233686,"PHONE","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.8080689477234,-73.9304305598982,"POINT (-73.93043055989818 40.808068947723434)",NA,NA,NA,NA
"962",40568287,2018-10-16 12:50:00,2018-10-17 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11426,"253-06 HILLSIDE AVENUE","HILLSIDE AVENUE","253 ST","LITTLE NECK PKWY","","","ADDRESS","Bellerose",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2018-10-17 00:00:00,"13 QUEENS",4086070180,"QUEENS",1063351,207542,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7359777715681,-73.7145715004803,"POINT (-73.71457150048026 40.73597777156806)",NA,NA,NA,NA
"963",40546110,2018-10-14 19:43:00,2018-11-07 08:37:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",10010,"248 EAST   23 STREET","EAST   23 STREET","3 AVE","2 AVE","","","ADDRESS","NEW YORK",NA,"N/A","Closed",NA,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2018-11-07 08:37:00,"06 MANHATTAN",1009030035,"MANHATTAN",989225,208281,"PHONE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7383584669045,-73.9820475718399,"POINT (-73.98204757183993 40.738358466904536)",NA,NA,NA,NA
"964",40545284,2018-10-14 15:19:00,2018-11-07 08:38:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",10473,"945 UNDERHILL AVENUE","UNDERHILL AVENUE","STORY AVE","BRUCKNER EXPRESSWAY EXIT 53 EB","","","ADDRESS","BRONX",NA,"N/A","Closed",NA,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2018-11-07 08:38:00,"09 BRONX",2036680001,"BRONX",1022757,239742,"PHONE","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.8246280247494,-73.8608661962565,"POINT (-73.86086619625645 40.82462802474943)",NA,NA,NA,NA
"965",40511409,2018-10-10 10:03:00,2018-10-19 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11204,"6304 18 AVENUE","18 AVENUE","63 ST","SEA BEACH LINE","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2018-10-19 00:00:00,"11 BROOKLYN",3055390046,"BROOKLYN",987273,165232,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6201996192369,-73.9891107297918,"POINT (-73.98911072979176 40.620199619236864)",NA,NA,NA,NA
"966",40514477,2018-10-10 09:03:00,2018-10-12 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11436,"146-20 ROCKAWAY BOULEVARD","ROCKAWAY BOULEVARD","146 ST","147 ST","","","ADDRESS","Jamaica",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2018-10-12 00:00:00,"12 QUEENS",4121010035,"QUEENS",1042136,184703,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.6734545668868,-73.7913198125427,"POINT (-73.79131981254272 40.673454566886775)",NA,NA,NA,NA
"967",40495617,2018-10-09 10:16:00,2018-10-22 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11249,"114 NORTH    6 STREET","NORTH    6 STREET","WYTHE AVE","BERRY ST","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and found no violation.",2018-10-22 00:00:00,"01 BROOKLYN",3023340023,"BROOKLYN",995354,200967,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.7182777521861,-73.9599429733433,"POINT (-73.95994297334335 40.71827775218608)",NA,NA,NA,NA
"968",40482748,2018-10-07 22:43:00,2018-10-11 10:58:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",10457,"2115 WASHINGTON AVE","WASHINGTON AVE","E 180 ST","E 181 ST","","","ADDRESS","BRONX",NA,"N/A","Closed",NA,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2018-10-11 10:58:00,"Unspecified BRONX",2030370025,"BRONX",1013204,249660,"ONLINE","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.8518865161614,-73.8953403188624,"POINT (-73.89534031886241 40.85188651616139)",NA,NA,NA,NA
"969",40478702,2018-10-06 16:55:00,2018-11-07 08:37:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",11212,"1355 EAST NEW YORK AVENUE","EAST NEW YORK AVENUE","LEGION ST","SARATOGA AVE","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2018-11-07 08:37:00,"16 BROOKLYN",3014740056,"BROOKLYN",1006976,183074,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6691434107379,-73.9180776766211,"POINT (-73.91807767662112 40.66914341073788)",NA,NA,NA,NA
"970",40474778,2018-10-06 14:49:00,2018-10-10 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10472,"1160 WHEELER AVENUE","WHEELER AVENUE","WATSON AVE","WESTCHESTER AVE","","","ADDRESS","BRONX",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and found no violation.",2018-10-10 00:00:00,"09 BRONX",2037390032,"BRONX",1017504,240750,"PHONE","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.8274160337867,-73.8798413566931,"POINT (-73.87984135669306 40.82741603378673)",NA,NA,NA,NA
"971",40474453,2018-10-06 11:58:00,2018-10-18 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10466,"4204 WHITE PLAINS ROAD","WHITE PLAINS ROAD","E 233 ST","E 234 ST","","","ADDRESS","BRONX",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and found no violation.",2018-10-18 00:00:00,"12 BRONX",2049970058,"BRONX",1023720,264879,"PHONE","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.893617195629,-73.8572386609482,"POINT (-73.8572386609482 40.89361719562902)",NA,NA,NA,NA
"972",40445770,2018-10-03 20:40:00,2018-10-10 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10456,"1397 FRANKLIN AVENUE","FRANKLIN AVENUE","JEFFERSON PL","E 170 ST","","","ADDRESS","BRONX",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2018-10-10 00:00:00,"03 BRONX",2029310057,"BRONX",1011856,243186,"PHONE","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.8341216094004,-73.9002395650568,"POINT (-73.90023956505676 40.83412160940038)",NA,NA,NA,NA
"973",40449482,2018-10-03 00:00:00,2018-10-03 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10003,"","","E 1 ST","2 AVE","EAST 1 STREET","2 AVENUE","INTERSECTION","NEW YORK",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and issued a violation for failure to maintain.",2018-10-03 00:00:00,"03 MANHATTAN",NA,"MANHATTAN",986795,203149,"PHONE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7242734179977,-73.9908182365698,"POINT (-73.9908182365698 40.724273417997736)",NA,NA,NA,NA
"974",40378849,2018-09-25 10:57:00,2018-10-01 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10028,"307 E 84 ST","E 84 ST","2 AVE","1 AVE","","","ADDRESS","NEW YORK",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2018-10-01 00:00:00,"Unspecified MANHATTAN",1015470006,"MANHATTAN",997477,222136,"PHONE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7763784075356,-73.9522427431121,"POINT (-73.95224274311212 40.77637840753555)",NA,NA,NA,NA
"975",40371977,2018-09-24 20:44:00,2018-10-10 16:27:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",11214,"2138 BATH AVE","BATH AVE","BAY 28 ST","BAY 29 ST","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2018-10-10 16:27:00,"Unspecified BROOKLYN",3064467503,"BROOKLYN",984695,157606,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.5992683193834,-73.9983975500643,"POINT (-73.99839755006434 40.59926831938338)",NA,NA,NA,NA
"976",40360987,2018-09-23 14:59:00,2018-09-24 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10463,"135 WEST  238 STREET","WEST  238 STREET","FT INDEPENDENCE ST","BEND","","","ADDRESS","BRONX",NA,"N/A","Closed",NA,"The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.",2018-09-24 00:00:00,"08 BRONX",2032630145,"BRONX",1012544,261188,"PHONE","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.8835294840757,-73.8976773358445,"POINT (-73.89767733584449 40.883529484075694)",NA,NA,NA,NA
"977",40338513,2018-09-20 14:14:00,2018-10-01 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10304,"635 BAY STREET","BAY STREET","CANAL ST","THOMPSON ST","","","ADDRESS","STATEN ISLAND",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2018-10-01 00:00:00,"01 STATEN ISLAND",5004940009,"STATEN ISLAND",963282,167537,"OTHER","Unspecified","STATEN ISLAND",NA,NA,NA,NA,NA,NA,NA,40.6265020634781,-74.0755368198259,"POINT (-74.07553681982586 40.626502063478135)",NA,NA,NA,NA
"978",40303567,2018-09-17 11:55:00,2018-09-18 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11229,"","","","","EAST 18 STREET","AVENUE V","INTERSECTION","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and found no violation.",2018-09-18 00:00:00,"15 BROOKLYN",NA,"BROOKLYN",997261,156793,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.5970272594918,-73.9531488149846,"POINT (-73.95314881498462 40.5970272594918)",NA,NA,NA,NA
"979",40274734,2018-09-13 15:27:00,2018-09-18 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10022,"","","E 54 ST","LEXINGTON AVE","EAST 54 STREET","LEXINGTON AVENUE","INTERSECTION","NEW YORK",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2018-09-18 00:00:00,"Unspecified MANHATTAN",NA,"MANHATTAN",992413,215802,"PHONE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7589993489523,-73.9705344552642,"POINT (-73.97053445526421 40.75899934895229)",NA,NA,NA,NA
"980",40257008,2018-09-12 08:42:00,2018-09-18 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11416,"","","","","103 AVENUE","100 STREET","INTERSECTION","Ozone Park",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2018-09-18 00:00:00,"09 QUEENS",NA,"QUEENS",1028294,188280,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.68335229471,-73.8411969955179,"POINT (-73.84119699551793 40.683352294709984)",NA,NA,NA,NA
"981",40250105,2018-09-11 19:40:00,2018-09-12 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11433,"","","","","108 AVENUE","171 STREET","INTERSECTION","Jamaica",NA,"N/A","Closed",NA,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2018-09-12 00:00:00,"12 QUEENS",NA,"QUEENS",1043755,193976,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.6988960185741,-73.7854014120331,"POINT (-73.78540141203314 40.698896018574146)",NA,NA,NA,NA
"982",40244863,2018-09-11 16:10:00,2018-09-12 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10463,"","","","","WEST 238 STREET","BAILEY AVENUE","INTERSECTION","BRONX",NA,"N/A","Closed",NA,"The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.",2018-09-12 00:00:00,"08 BRONX",NA,"BRONX",1012464,261372,"PHONE","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.8840347623614,-73.8979658731817,"POINT (-73.89796587318172 40.88403476236139)",NA,NA,NA,NA
"983",40226477,2018-09-08 18:50:00,2018-09-20 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",NA,"","","CHRISTOPHER AVE","BLEEKER ST","CHRISTOPHER AVE","BLEEKER ST","INTERSECTION","",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and found no violation.",2018-09-20 00:00:00,"Unspecified MANHATTAN",NA,"MANHATTAN",NA,NA,"PHONE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"984",40193013,2018-09-05 18:49:00,2018-09-07 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11216,"","","","","CLIFTON PLACE","FRANKLIN AVENUE","INTERSECTION","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2018-09-07 00:00:00,"03 BROOKLYN",NA,"BROOKLYN",996139,190105,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6884630970606,-73.9571303089538,"POINT (-73.95713030895381 40.688463097060605)",NA,NA,NA,NA
